QID,timestamp,note
1621,2026-04-17 17:38:33.979801,"The question wants the basics — sum, max, count — grouped by Store. Option B does exactly that, nothing fancy.
D is the ""distracted"" option — it looks right (groups by Store) but gets distracted and wanders off into avg and countDistinct, which nobody asked for.
So when you see an aggregation question: check the group-by column first, then verify every aggregation matches exactly what's asked. D fails the second check."
1779,2026-04-24 22:05:23.269633,"Your problem statement is classic CDC (Change Data Capture):

- source files contain row-level change events
- each event includes an operation flag (insert/update/delete)
- and a timestamp/sequence that defines the order of changes
- you need to apply those events to keep a target table current"
1773,2026-04-27 11:26:30.168146,Parquet and JSON ---> NOT XML <---
1830,2026-04-28 16:14:02.037117,"use ""def"" to define a function."
1462,2026-05-06 16:51:39.013323,catalog.schema.table
1253,2026-05-09 21:06:18.046290,"Think of it like envelopes — 
collect_set groups the envelopes and removes any duplicate envelopes,  but array_union is what actually opens them and combines the contents."
1569,2026-05-09 21:33:18.078167,"The way to remember it going forward:

Repair Run = skip the stuff that already worked

If there's only one task, nothing already worked, so there's nothing to skip. Run Now is equivalent but simpler.
Tricky question though — the exam is specifically testing whether you know that Repair Run distinction. Don't be too hard on yourself on that one."
1016,2026-05-11 10:31:22.186841,%run ../misc/nb_set_global_variables
1018,2026-05-11 10:37:20.618832,"A SQL endpoint has two scaling settings:
Minimum clusters:  1
Maximum clusters:  ?  ← this is the ""maximum bound""

Think of it like checkout lanes at a grocery store:

Cluster size = how big/fast each lane is
Maximum bound = how many lanes you're allowed to open"
1476,2026-05-11 10:45:18.205466,Trick Question
1888,2026-05-13 15:44:52.045922,ABAC stands for Attribute-Based Access Control.
1880,2026-05-13 19:20:00.424247,DAB
1848,2026-05-13 19:52:36.478995,"many files over time -> Auto Loader
simpler file loads -> COPY INTO"
2000,2026-05-14 12:22:30.887974,All Done
2043,2026-05-15 09:34:29.337153,MULTIPLE ANSWER - READ QUESTION
1003,2026-05-15 20:29:59.032919,"""VACUUM only accepts HOURS as the retention unit. 7 days = 168 hours. Memorize this — the exam will offer 'DAYS', 'WEEKS', etc. as distractors. Always convert to hours."""
1710,2026-05-15 21:54:16.042324,"""Retries = task-level config, not job-level. Each task has its own max_retries. 'Job retry' is a distractor — think granular. Same logic: timeouts can also be set at task level."""
1422,2026-05-15 22:15:30.293118,trigger(availableNow=True) - NO underscores or quotes.
1375,2026-05-18 13:12:17.992364,"Memory Hook: ""Text me the default""
The answer is dbutils.widgets.**text**() — and the parameter order is: Name → Default → Label

dbutils.widgets.text(""department"", ""all"", ""Department"")

dbutils.widgets.text(name, defaultValue, label)

name — the key you use to retrieve it with .get(""department"")
defaultValue — what it falls back to if nothing is passed at runtime (""all"")
label — just the display label shown in the notebook UI widget panel

The label is optional in practice, but the exam shows it with all three. The label is purely cosmetic — it doesn't affect .get() at all.
So the mental model is: one for code, one for fallback, one for humans."
1380,2026-05-18 13:21:32.390481,"text
Free-form input, single value

dropdown
Pick one from a fixed list

combobox
Pick from list or type your own

multiselect
Pick one or more from a list"
1398,2026-05-18 13:27:40.519150,"The rule: Streaming DataFrames don't support operations that require ordering across the entire dataset — because the data is infinite and never ""done.""

A — simple SELECT ✅ fine
B — GROUP BY with count ✅ fine (supported via windowing/watermarks)
C — adding a column ✅ fine
D — WHERE filter ✅ fine
E — ORDER BY ❌ not supported — you can't sort a stream globally"
1229,2026-05-18 13:38:31.871541,"Memory hook:

""Lakehouse = yes to everything.""

Any time an exam question asks why Lakehouse replaces both lakes and warehouses, and ""all of the above"" is an option — it's almost certainly E. The whole point of Lakehouse is that it's not one trick, it's the complete package.
The trap is picking the one that sounds most distinctive (streaming+batch feels like the ""special"" Lakehouse feature), but the real answer is that no single feature replaces two systems — the combination does."
1452,2026-05-18 13:41:04.929513,"Memory hook for E:

""Small results phone home (control plane), big results stay in your house (customer storage).""

Notebook results are split — the UI-rendered portion in the control plane, overflow/larger results in your own storage. Neither alone is the complete answer."
1458,2026-05-18 13:46:18.154023,"Memory hook:
""No trigger = hair trigger — 500ms.""

500 milliseconds is half a second — Spark Structured Streaming is designed to be near real-time by default. It's not waiting around for 5 minutes."
1521,2026-05-22 12:01:40.523846,Memory hook: Production = professional/cost-conscious → shuts everything down when done. Development = your laptop stays on while you're working.
1381,2026-05-22 12:03:57.857462,"Quick elimination for test day:

drop = SQL (DROP TABLE), not file system ops
remove = doesn't exist in dbutils.fs
mv = move, not delete
delete = the obvious wrong answer trap
rm = Unix brain wins ✅"
1523,2026-05-22 12:06:21.269536,Don't haul the whole lake to fill a glass
1377,2026-05-22 12:09:25.297421,"""TABLE, AS OF, quoted INTERVAL"" — three things you must have, all three are the traps:
RESTORE TABLE ← not just RESTORE
AS OF ← can't skip it
INTERVAL '8' HOURS ← the 8 needs quotes"
1607,2026-05-22 22:23:54.629828,"Yeah, 100% — and this is a good conceptual question, not just syntax.
The key insight you missed:
Spark is a distributed execution engine. Breakpoints (D) and variable watchers (A) are single-process debugger concepts — they don't work when your code is running across a cluster of executors. There's no single place to ""pause and inspect.""
Why B is the only practical answer:

df.printSchema() — shows column names and types
print(df.dtypes) — returns a list of (column, type) tuples
These run on the driver, before the distributed job fans out

Memory hook: ""Spark doesn't pause — it prints""
Any exam question about debugging Spark jobs → think logging and schema inspection, not IDE-style debugging tools. Breakpoints, variable watchers, step-through debuggers = single machine concepts that don't translate to distributed systems.
Quick elimination for similar questions:

Variable watcher → ❌ single process only
Breakpoint → ❌ distributed, nothing to pause
Spark UI → ❌ good for performance/DAG, not runtime data types
Print/log schema → ✅ always works, runs on driver

This one's worth locking in because the underlying concept (distributed = no breakpoints) will show up in other forms on the exam."
1586,2026-05-22 22:26:09.471344,"The keyword map for this exam:

""cloud object storage"" + ""incremental"" + ""idempotent"" → Auto Loader
""pipeline orchestration"" + ""data quality expectations"" + ""Bronze/Silver/Gold"" → Delta Live Tables
""SQL queries"" + ""dashboards"" → Databricks SQL
""ML tracking"" + ""experiments"" → MLflow

Memory hook: Auto Loader is the truck that hauls files from cloud storage. DLT is the warehouse management system that orchestrates what happens after. The question asked for the truck."
1149,2026-05-22 22:31:40.050449,"Burn in these DLT ""yes it supports that"" facts for the exam:

✅ Mixed Python + SQL
✅ Streaming + batch in same pipeline
✅ Medallion / multi-hop architecture
✅ Data quality expectations
✅ Auto scaling and error handling"
1654,2026-05-22 22:35:33.833037,"Memory hook: ""Spark tells you what happened in the logs, not in a debugger."""
1697,2026-05-22 22:36:58.048307,"Memory hook: ""The format is the protocol, not the database""
JDBC is the protocol. SQLite/MySQL/Postgres are the databases. You tell Spark the protocol (""jdbc""), and the URL tells it which database. Same pattern every time regardless of the database."
1543,2026-05-22 22:38:51.459028,"Memory hook: ""fail = failOnNewColumn, add = addNewColumns, rescue = rescue"""
1759,2026-05-22 22:51:04.915132,"Memory hook: ""Star counts all, column counts real""
COUNT(*) = every row. COUNT(col) = only rows where col exists (not null).
Burn in the NULL comparison rule while you're here:

You can NEVER compare NULL with =, !=, <>, >, < — always returns UNKNOWN, never TRUE
Only valid NULL checks: IS NULL and IS NOT NULL. Full stop.
Watch for ""select two"" questions on the exam — they'll often pair an obvious correct answer (A) with a subtle one (D) that tests whether you know the implicit behavior of a function. When you see select-two, always ask yourself if there's a function-based answer hiding alongside the explicit filter answer."
1005,2026-05-22 22:54:33.138526,"Memory hook: ""global_temp is short, like a temp view should be""
The word temporary gets abbreviated to temp everywhere in Databricks — TEMP VIEW, global_temp schema. If you're ever tempted to spell it out fully, don't."
1704,2026-05-22 23:01:56.358441,"Memory hook: ""Open door for outsiders, Databricks door for insiders""
No Databricks account → Open Sharing (they get a credential file to connect from any compatible tool)
Has Databricks → Databricks-to-Databricks sharing
The credential file detail is worth knowing too — Open Sharing works by giving the recipient a bearer token/credential file they plug into Tableau or whatever BI tool they use. No Databricks login required."
1713,2026-05-22 23:04:02.463913,"The platform constraint worth knowing:
Databricks only allows one metastore per region per account. So one-per-workspace (E) isn't even possible — metastores are account-scoped, not workspace-scoped.
How to organize within a region:
Use catalogs to separate business units, teams, or environments inside a regional metastore. That's what A describes — it's good practice within a region, just doesn't solve the multi-region problem.
Memory hook: ""One metastore per region, one catalog per team""
Region → metastore. Business unit → catalog. Those are the two org levels to keep straight."
1084,2026-05-23 13:39:54.828224,"Memory hook: Think of it this way:

spark.sql(...) = SQL with a Python costume on
spark.table(...) = pure Python/DataFrame API

Bonus to remember:

spark.table(""sales"") — for reading any registered table as a DataFrame
DeltaTable.forName(spark, ""sales"") — when you need Delta-specific operations (merge, update, delete, history)"
1477,2026-05-23 13:42:00.414724,"Memory hook: External CSV tables are ""blind"" to new files until you tell Spark to look again. REFRESH TABLE = ""go look again."""
1606,2026-05-23 13:46:50.970143,Read-optimized and Denormalized
1370,2026-05-23 13:48:23.684805,"Quick managed table facts to cement:

Data lives in the schema's managed storage location ✅
Drop the table → metadata AND data both deleted ✅
Default table type in Databricks ✅
Moving to new database requires rewriting data ✅"
1378,2026-05-23 13:50:02.807300,Memory hook: You need to name where you're coming from (hive_metastore) and where you're going (UC three-part name). C only got half of that right.
1321,2026-05-23 13:53:28.044476,"sqlCREATE TABLE users_jdbc
USING org.apache.spark.sql.jdbc
OPTIONS (
  url = ""jdbc:sqlite:/sqmple_db"",
  dbtable = ""users""
)
Memory hooks:

USING always takes the fully qualified Spark data source class → org.apache.spark.sql.jdbc
JDBC URLs always follow jdbc:<driver>:<connection> — the driver name (sqlite, mysql, sqlserver) comes right after the first colon
Think of it like a package import — Spark needs the full path, not a shortcut"
1258,2026-05-23 13:58:07.075289,"The mental model:

INSERT OVERWRITE = ""pour new data into the existing container"" — the container shape stays fixed
CREATE OR REPLACE = ""smash the container and build a new one from scratch"" — shape is whatever the query produces

So schema replacement isn't a special operation — it's just a natural consequence of literally recreating the table definition every time."
1332,2026-05-23 14:00:42.863374,"Memory hook: Complete mode = ""here's everything I know so far, overwriting what was there before"" — fired on every trigger, not at the end."
1443,2026-05-23 17:03:57.447357,"Memory hook — just remember ""ACU"":
Append → Complete → Update
Or think of it as a spectrum of how much gets written each trigger:

Append = least (only new)
Update = middle (only changed)
Complete = most (everything)

Watch out for: Overwrite, Merge — those are batch/Delta write modes that show up as distractors specifically to trip you up. Any time you see Overwrite or Merge in a Structured Streaming question, eliminate those options immediately.
You already know what Complete mode does from the last question — you just needed the full list locked in. ACU and you're good."
1334,2026-05-23 17:06:05.192704,"Memory hook — ""Delta doubles up on plural"":

Data = many parquet files
Log entries = many JSON files
Every transaction = new files added to both

Think of _delta_log as a filing cabinet where each transaction drops in a new folder — you never erase or append to an old one, you just add a new one.
The pattern to eliminate wrong answers fast:

""single file"" anywhere → ❌ wrong (Delta is always plural)
""log removed after commit"" → ❌ wrong (that's the whole point of the log, it persists)
""log appended"" → ❌ wrong (new file per transaction, not appended)"
1537,2026-05-23 17:19:00.558252,"Memory hook — ""streams dot active, no parentheses""
pythonspark.streams.active
Break it into three parts:

spark — always lowercase, it's your SparkSession instance
.streams — the streaming manager lives here, not directly on spark
.active — it's a property, not a method, so no parentheses

Why your answer A fails on two counts:

Spark — capital S is wrong, it's always spark
.getActiveStreams() — this method doesn't exist in the PySpark API

The ""no parentheses"" thing is the real trap:
The exam loves property vs method distinctions:

spark.streams.active ✅ — property, no ()
spark.streams.getActive ❌ — doesn't exist
spark.streams.active() ❌ — would throw an error, it's not callable

Full pattern to memorize:
pythonfor s in spark.streams.active:
    s.stop()
Three lowercase words, two dots, no parentheses. That's it."
1536,2026-05-23 17:21:44.114824,"Memory hook — ""JSON needs a blueprint""
You can't build a struct from a string without a blueprint. FROM_JSON = function + blueprint (schema). One argument is always incomplete.
Quick reference for JSON functions:
from_json(col, schema) — JSON string → Struct, needs schema
to_json(col) — Struct → JSON string, no schema needed
get_json_object(col, path) — extract one field from JSON string, path like $.name
json_tuple(col, *fields) — extract multiple fields by field names"
1450,2026-05-23 17:32:51.361321,"Memory hook — match the phrase to the command:
""regardless of whether it exists"" → CREATE OR REPLACE TABLE
""only if it doesn't exist"" → CREATE TABLE IF NOT EXISTS
""fails if it exists"" → CREATE TABLE
Watch out for:

CREATE OR REPLACE TABLE IF EXISTS → invalid syntax, doesn't exist
AS SELECT → makes it CTAS, copies data, not an empty table
USING DELTA → unnecessary, Delta is the default in Databricks

Clean syntax to memorize:
CREATE OR REPLACE TABLE students (
id STRING,
name STRING,
dateOfBirth DATE,
email STRING
)"
1433,2026-05-23 17:36:03.729837,"Memory hook — Databricks uses MODIFY, not INSERT/DELETE
In Databricks SQL, you cannot grant INSERT and DELETE separately. MODIFY is the single privilege that covers insert, update, and delete.
Correct syntax to memorize:
GRANT MODIFY ON TABLE inventory TO tom.hanks@organization.com
The syntax order is always:
GRANT privilege ON TABLE tablename TO user
Watch out for:

GRANT INSERT, DELETE ... → invalid in Databricks, this is standard SQL thinking
GRANT MODIFY TO user ON inventory → wrong order, missing TABLE keyword
USAGE → only grants access to schemas/catalogs, not row-level operations

Quick privilege reference:
SELECT — read data
MODIFY — insert, update, delete rows
ALL PRIVILEGES — everything"
1947,2026-05-23 17:38:56.827406,"Memory hook — Auto Loader has 3 signatures, all must be present:

readStream — it's always streaming, never spark.read
format(""cloudFiles"") — this is the Auto Loader identifier
checkpointLocation — required for fault tolerance, never optional

Correct pattern:
spark.readStream.format(""cloudFiles"").option(""cloudFiles.format"", source_format).load(raw_path).writeStream.option(""checkpointLocation"", checkpoint_path).table(""bronze_table"")
Eliminate wrong answers fast:

spark.read (no Stream) → batch, not Auto Loader
format(""delta"") → reading Delta, not ingesting new files
no checkpointLocation → incomplete, always required
writeStream.table(""raw"") → wrong direction, Bronze writes TO bronze, not raw

One line to remember:
cloudFiles in → checkpoint out → bronze table
If you don't see all three (readStream + cloudFiles + checkpointLocation) it's not Auto Loader."
1010,2026-05-25 14:20:14.561210,"Both — and they do different things:

RETURNS — declares the data type of the output (INT, STRING, DOUBLE, etc.)
RETURN — the actual expression or value being returned

sqlCREATE FUNCTION plus_one(value INTEGER)
RETURNS INTEGER
RETURN value + 1;
Memory hook: RETURNS = type, RETURN = value
Think of it like a function signature vs the function body. You need both every time."
1066,2026-05-25 20:40:46.176111,"In practice for the exam just know:

Materialized view = pre-computed + auto-refreshed by Databricks
Standard view = live query, no storage
Table = stored, but you manage all the refresh logic yourself"
2045,2026-05-26 13:52:39.616677,Connect = pre-built connectors + governed ingestion (no coding)
2053,2026-05-26 18:18:41.406958,If I’m typing column definitions → it’s NOT CTAS
2055,2026-05-26 18:21:48.421159,"Marketplace = Data, Federation = Databases, Partner Connect = Tools"
2057,2026-05-26 18:26:50.886518,"“Bundles = Resources bucket”
“Resources holds jobs — not pipelines”"
2061,2026-05-27 13:28:41.448753,"""is_account_group_member() chains with OR/AND — groups, not current_user()""
The trap is thinking current_user() handles group logic — it only returns the username. is_account_group_member() is what checks group membership."
2070,2026-05-27 13:41:15.985879,"Memory hook for the confirmed logic: ""Active = end_date IS NULL; tenure = datediff(literal_date, start_date) > 30"""
2073,2026-05-27 14:45:08.410283,"Widgets IN, TaskValues OUT
Widgets ask, TaskValues pass"
2076,2026-05-27 14:50:06.675749,"Watermark = drop old data
Late data → use watermark
Join + late data = watermark to limit state"
2083,2026-05-27 15:30:57.698047,"table_lineage → big picture tables
column_lineage → precise column tracking ✅"
2085,2026-05-27 15:34:42.086519,"If order matters → use window, not dropDuplicates"
2089,2026-05-27 15:47:07.091686,"spark.readStream
    .format(""kafka"")
    .option(""kafka.bootstrap.servers"", ...)
    .option(""subscribe"", ...)

“Kafka talks to Kafka”
“Kafka = format('kafka')”

Auto Loader → cloudFiles ✅
Kafka → kafka ✅"
2050,2026-05-27 15:51:54.007728,"If cloud says denied → it’s permissions, not plumbing"
1155,2026-05-27 16:57:07.191603,"CREATE OR REPLACE TABLE - GOOD
NOT 
CREATE TABLE IF NOT EXISTS - BAD"
1167,2026-05-27 17:06:54.471833,"alternates:

SELECT SUM(CASE WHEN member_id IS NULL THEN 1 ELSE 0 END) 
FROM my_table;
or

SELECT SUM(member_id IS NULL)
FROM my_table;"
1296,2026-05-28 14:49:15.898236,"Simple way to remember:

Data lake = storage layer
Data lakehouse = storage + table reliability + governance + analytics/ML platform"
1315,2026-05-28 14:56:07.420668,"A managed Delta table is stored as Parquet data files, but it is not the same thing as a plain Parquet table.

In Databricks:

Delta table = Parquet files plus a Delta transaction log, stored in _delta_log
Parquet table = just Parquet files, without Delta Lake transaction metadata
So a managed Delta table physically uses Parquet for its data files, but logically it is a Delta Lake table.

That means it supports features plain Parquet does not, such as:

ACID transactions
MERGE, UPDATE, DELETE
time travel
schema enforcement/evolution
transaction history
streaming and batch consistency
A quick way to say it:

Delta tables are built on Parquet, but Delta is not just Parquet."
1317,2026-05-28 15:13:21.235257,"CREATE OR REPLACE TEMPORARY VIEW view_name
CREATE OR REPLACE GLOBAL TEMPORARY VIEW view_name"
1319,2026-05-28 15:15:32.379120,"For a schema/database in Databricks SQL, these are effectively similar terms:

DROP DATABASE customers CASCADE;
or:

DROP SCHEMA customers CASCADE;
CASCADE drops the schema/database and the objects inside it, such as tables and views.

For a table, use:

DROP TABLE table_name;
or with schema qualification:

DROP TABLE customers.orders;
There is no CASCADE needed for a normal table drop. A table is already the object being dropped.

Common related commands:

DROP VIEW view_name;
DROP TABLE IF EXISTS customers.orders;
DROP SCHEMA IF EXISTS customers CASCADE;
Important distinction:

DROP SCHEMA ... CASCADE drops the schema and its contained objects
DROP TABLE ... drops one table
For a managed table, Databricks also removes the managed table data
For an external table, Databricks removes the table metadata, but not the underlying data files"
1364,2026-05-28 15:24:16.886530,dbutils.notebook.run
1365,2026-05-28 15:27:40.483998,"Memory hook:

Sequential = Size. Simultaneous = Scale.

For this question, the key clue is:

“all of their sequentially run queries”
“endpoint is not used by any other user”

That means the problem is not concurrency. The queries are waiting on the power of one warehouse/cluster, so you need a bigger cluster size.

So remember:

Slow single-file line of queries → make the machine stronger → increase cluster size
Many users/queries at once → add more lanes → increase max scaling range
Why A was tempting: “scaling range” sounds like it makes things faster, but in Databricks SQL warehouses it mostly helps when there are multiple concurrent queries/users. Since these are sequential, extra clusters do not help much.

Personal note you could add:

I missed this because I saw “all queries are slow” and thought “scale out.” But the clue is “sequential” and “no other users,” so this is not a concurrency issue. For latency of one query at a time, increase cluster size, not cluster count."
1368,2026-05-28 15:30:08.459304,"Memory hook:

Control plane controls. Data/results go to your storage.

For job results, think:

“My jobs, my results, my bucket.”

Databricks may orchestrate the job from the control plane, but the actual results are stored in the DBFS layer backed by customer-managed cloud storage like S3, ADLS, or Blob Storage.

How to avoid the trap:

Control Plane = UI, jobs service, notebooks metadata, orchestration
Data Plane = clusters run the work
DBFS/customer storage = job results/data are stored there
Personal note:

I picked Control Plane because jobs are managed there, but results are data/output. Databricks controls the job, but stores results in my cloud storage through DBFS."
1388,2026-05-28 15:32:56.394716,Range Rover
1449,2026-05-28 15:57:26.559999,"Memory hook:

A view is a window. The table owner controls the room behind it.

David got access to the window from Ross:

regional_sales_vw
But the data lives in the room behind the window:

sales table
Since Mike owns the sales table, only Mike can grant David access to the underlying table.

So remember:

View access is not enough. You need the base-table blessing from the base-table owner.

Why E was tempting:

Ross created the view, so it feels like Ross should grant everything. But Ross only controls the view. Mike controls the sales table.

Personal note:

I picked Ross because he created the view, but the error is about the underlying table. For a view to work, David needs SELECT on the view from Ross and SELECT on the sales table from Mike."
1725,2026-05-28 16:11:14.397120,"Memory hook:

Databricks Connect = connect my local code to Databricks Spark."
1412,2026-05-29 14:55:01.581313,"Function / Term Reference

collect_set()
Keyword: Group unique
Definition: Aggregates rows into an array of unique values for each group.

collect_list()
Keyword: Group all
Definition: Aggregates rows into an array, keeping duplicates.

array_distinct() 
Keyword: Array dedupe Definition: 
Removes duplicate values from an existing array.

flatten() 
Keyword: Unnest arrays 
Definition: Converts an array of arrays into a single flat array.

explode() 
Keyword: Rows from array 
Definition: Converts each element of an array into its own row.

GROUP BY 
Keyword: Per entity 
Definition: Groups rows so aggregate functions calculate one result per group.

items.item_id 
Keyword: Field from structs 
Definition: Pulls the item_id field out of each struct inside the items array."
1683,2026-05-29 15:36:41.273489,"Exam hook:

No table? Use format.\path``.

Or even shorter:

JSON before journey.
json. comes before the folder path."
1525,2026-05-29 15:39:29.775264,"Exam hook:

Permissions are granted. Owners are altered.

Or shorter:

GRANT rights, ALTER owner.

Personal note:

I picked GRANT because ownership feels like a permission, but Databricks treats ownership transfer as changing the table’s owner property. For table ownership, remember ALTER TABLE ... OWNER TO ...."
1497,2026-05-29 15:41:31.065147,"Memory hook:

Pool = parked cars, not a car factory.

A Databricks cluster pool is like a parking lot of warm, ready-to-use instances. When a cluster starts, it can grab those “parked cars” instead of waiting for new ones to be delivered.

So the main point is:

Cluster pools save startup time.

Correct answer:

C: Cluster pools allow you to save time when starting a new cluster
Why D was tempting:

“Share resources among multiple teams” sounds reasonable because multiple teams can use the same pool. But that is not the core purpose. The exam wants the primary Databricks benefit: faster cluster startup.

Quick distinctions:

Pool = keeps idle instances ready
Cluster = runs the Spark workload
Autoscaling = changes cluster size
Load balancing = distributes traffic/work, not what pools do
Access controls/quotas = better answer for team resource governance
Short hook:

Pools don’t balance. Pools don’t build. Pools pre-warm."
1371,2026-05-29 15:45:58.082676,"Exam hook:

OPTIMIZE takes the table. ZORDER takes the column.

Or even shorter:

Optimize table name, ZORDER column in parentheses.

Personal note:

I got the concept right but added SQL muscle memory: TABLE. For Databricks OPTIMIZE, remember the clean syntax: OPTIMIZE transactions ZORDER BY (transactionId)."
1436,2026-05-29 15:59:36.012979,"Step-by-step:

Start: x = 1, y = 2

if x < y:
1 < 2 is True
x = 2 * 1 = 2

if x == y:
2 == 2 is True
x += 1  -> x = 3
y -= 2  -> y = 0

return (x, y)
return (3, 0)
So y becomes 0 because it starts as 2, then this line runs once:

y -= 2
That means:

y = y - 2"
1535,2026-05-29 16:01:41.957644,"Exam hook:

Retention is a property, not an extended property.

Or shorter:

VACUUM waits because deletedFileRetentionDuration says so.

Personal note:

I picked EXTENDED because compliance sounded like an advanced setting, but Delta retention is just a normal table property: delta.deletedFileRetentionDuration."
1784,2026-05-29 16:17:40.444534,"Memory hook:

Array of structs needs a nickname.

Correct answer:

FILTER(students, i -> i.total_courses < 3)
Why:

students is an array
Each element inside the array is probably a struct
To inspect each student, you give each array element a temporary name, like i
Then you check the field:
i.total_courses < 3
Think of it like:

FILTER(array, each_item -> condition_on_each_item)
So:

FILTER(students, i -> i.total_courses < 3)
means:

Go through each student i in the students array and keep only students where i.total_courses < 3.

Why C was tempting:

FILTER(students, total_courses < 3)
It has the right function, but it does not say whose total_courses field to check. Spark needs the lambda variable.

Exam hook:

FILTER keeps. TRANSFORM changes. Lambda names the item.

Or shorter:

Filter an array? Name each element first.

Examples:

FILTER(students, i -> i.total_courses < 3)
TRANSFORM(students, i -> i.total_courses)
FILTER returns fewer elements.
TRANSFORM returns changed elements."
1390,2026-05-29 17:02:53.243955,"Exam hook:

No if, no else, no parentheses. Assert condition, message.

Personal note:

I picked the English-looking version, but Python assert has its own simple grammar: condition first, message after comma."
1719,2026-06-01 16:15:24.470863,"Requirement Trigger

Run micro-batches every fixed interval --> Trigger.ProcessingTime(""1 minute"")
Process all available data, then stop --> Trigger.AvailableNow()
Process one batch, then stop --> Trigger.Once()
Continuous low-latency mode, not normal micro-batch --> Trigger.Continuous(...)

Default trigger {no .trigger(...)}
.writeStream


Fixed interval
.writeStream.trigger(processingTime=""1 minute"")

Available now
.writeStream.trigger(availableNow=True)

Once
.writeStream.trigger(once=True)

Continuous
.writeStream.trigger(continuous=""1 second"")"
1100,2026-06-02 10:24:33.024262,"Driver's job = coordinate + distribute work
Worker's job = execute the tasks
Storage's job = hold the data"
2090,2026-06-02 14:54:04.344329,system.access.audit
